Trait	Eigenvector1	Eigenvector2	Eigenvector3	Eigenvector4	Eigenvector5
PZA03155.3	0.00252	-1.2646E-2	0.00757	-1.9025E-2	-2.4522E-2
PZB00878.2	0.01399	-2.17E-2	0.02604	-3.8117E-3	0.02231
PZB00878.1	8.7538E-4	-2.4959E-3	0.01422	-4.6252E-3	-4.3658E-3
PZB00724.1	0.01198	-4.4443E-2	0.03073	-3.6833E-2	0.04024
PZB01022.3	-2.6774E-2	-1.959E-3	-1.7983E-2	0.01342	0.0268
PZB01022.4	0.03666	0.00782	0.01845	-9.509E-4	-1.1868E-2
PZA00878.2	-4.5894E-2	0.03875	-2.2031E-3	-1.1814E-2	-1.0193E-2
PZA00636.7	-1.3334E-2	0.00669	-9.9832E-3	1.1399E-4	0.01025
PZA00399.10	0.00954	0.02032	-9.9572E-3	0.01229	-2.0872E-3
PZA00521.3	0.01615	-1.0975E-2	-3.1218E-2	0.00771	0.01832
PZA00694.6	0.03227	-1.6775E-2	-1.4363E-2	0.04074	0.02342
PZA03755.2	-2.9255E-3	-2.0069E-2	0.00144	-2.5818E-2	0.02324
PZA03755.3	-1.9877E-2	0.01778	-1.1782E-3	-8.6199E-3	-1.5455E-2
PZA00209.4	-1.6799E-2	0.0117	6.3943E-4	-1.3113E-2	0.01023
PZA00209.8	-3.7505E-2	0.0294	0.00358	-5.9638E-3	0.00756
PZA02155.1	0.02842	5.2608E-4	-2.6497E-2	-3.3885E-3	0.00434
PZA00513.1	0.01956	-9.3188E-3	-2.7016E-2	-1.7049E-2	4.9762E-4
PHM5599.20	0.0149	0.00759	-2.8153E-2	-1.1017E-3	-3.7564E-2
PHM5665.26	0.01757	0.03345	-3.4285E-2	-2.5347E-2	0.02293
PHM2100.21	0.04139	0.01316	0.03249	0.00804	0.00183
PZA03322.1	-9.0207E-3	-3.7182E-2	-1.2135E-2	1.7696E-4	0.0246
PZA03322.5	-9.5886E-3	-3.2155E-2	-9.1098E-3	0.00167	0.01828
PZA03322.4	-7.3056E-3	0.00151	-3.669E-3	-4.6691E-3	-2.3073E-2
PZA03322.3	-1.7371E-2	0.01729	-5.6872E-3	-7.5069E-3	-3.3351E-2
PZA00005.2	0.00503	-4.5715E-3	-3.8875E-2	-1.0972E-2	-2.6227E-3
PZA00005.5	0.00186	-5.3264E-3	-3.8421E-2	-1.2708E-2	-1.3294E-2
PZA03017.10	0.02321	-1.7309E-2	-5.7145E-2	-3.534E-2	-1.4129E-2
PZA03599.3	-1.0737E-3	0.00344	-1.0722E-3	-2.2521E-3	0.007
PZA03599.2	-9.2029E-3	0.00503	0.0011	0.04147	-8.6982E-4
PZA03599.1	-2.2514E-3	0.00339	-1.5509E-3	-4.6996E-3	0.00365
PZA03598.1	-1.6708E-2	-2.5727E-2	-1.4729E-2	0.03486	-2.9191E-2
PZA03598.2	-1.3761E-2	-2.7089E-2	-1.0702E-2	0.04326	-3.035E-3
PZA01905.12	-1.6315E-2	-2.6046E-2	-2.1017E-2	0.00759	-2.9846E-3
PZA02239.12	0.00888	0.02452	-2.9451E-2	-9.1755E-3	0.01283
PZA00682.16	0.02379	0.01571	-1.7378E-2	0.00494	-9.5375E-3
PZA00682.2	0.01643	0.01516	-2.8152E-2	0.0012	-2.0228E-2
PZA00051.2	-1.5987E-2	0.01166	-1.617E-2	-2.8879E-2	0.01109
PZA00282.14	0.02588	0.00921	-3.4353E-2	-9.6719E-3	0.00379
PZA03762.1	-1.4589E-2	-2.4811E-2	-2.0199E-2	0.02671	-8.9937E-3
PZA01887.1	0.02762	-8.4334E-3	0.02247	-1.2054E-2	0.00628
PZA00684.12	-5.7672E-4	-2.5583E-3	-1.336E-2	-2.9267E-2	0.01516
PZA02894.1	-1.1111E-2	0.01646	-1.3264E-2	0.02028	0.00109
PZA00191.5	-2.2582E-2	-2.0549E-2	-1.2934E-2	-2.3295E-2	3.1253E-4
PZA00191.4	-3.0256E-2	-1.215E-2	-1.3475E-2	-1.2316E-2	-4.6082E-3
PZB01352.6	-7.6384E-3	0.00923	-3.4869E-3	-1.4676E-3	0.00154
PZB01352.4	-1.5073E-2	0.00972	-3.3092E-3	-2.4221E-2	0.01525
PZB01352.2	-1.7827E-2	0.0085	-6.2692E-4	-2.9468E-2	0.02327
PZA03046.4	-2.5587E-2	-3.679E-2	-2.6539E-2	-2.8881E-4	-2.4294E-2
PZA01570.1	0.04358	0.00404	0.00739	-1.0747E-2	0.0228
PHM13122.43	0.04869	-4.805E-3	-5.6488E-3	-1.1965E-2	-2.5678E-2
PZA03304.2	-9.8223E-3	0.00585	-6.5465E-3	-6.6009E-3	-2.532E-2
PZA03304.3	-7.4961E-3	-1.1085E-3	0.00192	-1.2579E-2	-2.1E-2
PZA03304.1	-1.5111E-2	-4.5054E-2	-1.5367E-2	0.00895	0.00778
PZB01396.3	0.00225	0.00238	-5.2599E-3	9.2695E-4	0.00627
PZA00089.3	0.02825	-1.0453E-2	0.01003	-1.1524E-2	-1.4859E-2
PZA03186.1	-1.2618E-2	0.01848	0.00706	-2.7786E-3	-3.6813E-3
PZA03186.2	-8.3495E-3	0.01059	-5.5351E-4	-1.3669E-3	-3.6941E-3
PZA02653.12	0.0453	-8.5616E-3	-9.0915E-3	-1.2441E-2	-5.405E-2
PZA02462.1	4.4732E-4	0.03619	-2.0512E-2	-1.2021E-2	0.02305
PZB00081.4	-1.4292E-3	-5.3619E-2	-4.8558E-3	-7.738E-3	0.03574
PZB00081.2	-4.1419E-3	-5.9764E-2	-1.14E-2	0.00337	0.04899
PZB00081.3	0.00221	-1.023E-2	0.00202	-4.0713E-3	-5.503E-3
PZB00081.5	-7.1853E-3	0.01054	0.00218	-4.7757E-3	0.00172
PZB00045.3	0.01162	-7.3551E-3	9.6088E-4	-1.7183E-2	-1.2362E-2
PZB00045.2	-4.7511E-3	-2.6229E-3	4.2088E-4	0.00114	0.00558
PZB00054.3	0.0231	0.00929	-2.5412E-2	0.00418	-2.0863E-2
PZB00102.1	-4.3312E-3	-3.2872E-2	-8.7158E-3	0.03986	0.03405
PZB00102.2	-8.865E-4	-3.3874E-2	-5.2117E-3	0.04201	0.03285
PZB02107.1	-2.2396E-3	-3.5126E-2	-5.482E-3	0.04089	0.0342
PZA03584.1	-3.8425E-3	-2.968E-2	-3.5796E-3	0.00265	-1.0659E-2
PZA02753.1	-1.7239E-2	-1.9853E-2	-2.3091E-2	0.01038	-6.6135E-3
PZA03303.6	-5.6197E-3	-1.5096E-3	-1.5585E-3	-6.7371E-3	0.00171
PZB01993.2	0.01214	-2.7636E-2	0.02784	-2.1338E-2	-4.5774E-2
PZB01993.3	4.3467E-5	-8.4095E-3	-9.5357E-3	-1.64E-2	-2.2597E-2
PZB00094.1	0.00941	0.01359	-1.6207E-2	0.03923	-1.0591E-2
PZA01925.1	0.03523	0.01091	0.01066	0.00157	-2.6145E-3
PZA00865.1	0.01891	0.01447	-2.7831E-2	-1.5888E-2	-7.6976E-3
PZA00281.1	-1.5809E-2	0.00656	-1.9637E-3	0.0181	-4.1089E-2
PZA00281.13	-4.8218E-3	-1.7298E-3	-2.1074E-3	-6.5888E-3	-7.5277E-3
PZB00182.3	-3.4751E-3	-1.1413E-2	-7.6982E-3	-3.998E-2	-1.4524E-2
PZB00188.2	-5.9993E-4	-5.8443E-3	0.00536	-7.8661E-3	0.00948
PZB00188.1	1.8726E-4	-1.3918E-2	-1.4519E-2	-3.3718E-2	-2.5865E-2
PZB00069.1	0.00654	0.00224	-4.0475E-2	0.03137	0.01679
PZA03244.1	-1.1502E-2	-1.9568E-2	-5.7508E-4	-3.6487E-2	-1.6747E-2
PZA03244.6	-9.0651E-3	-1.9849E-2	1.3412E-4	-3.6258E-2	-1.3561E-2
PZA03244.4	-7.338E-3	-1.4598E-3	-4.0936E-3	7.4571E-5	-4.2253E-3
PZB00079.2	0.03286	0.00229	0.00922	-2.1975E-2	0.02365
PZB00079.4	0.02523	0.01302	-3.1586E-2	0.00519	-2.0286E-2
PZB00079.3	0.00756	-2.8394E-2	0.03825	0.02758	0.01921
PZA03678.1	6.9518E-4	0.01119	0.03699	0.00484	9.2612E-4
PZA03092.7	0.01637	0.0106	-2.8408E-2	0.02999	0.00322
PZB01642.1	-9.1513E-3	0.01488	0.00229	-3.4888E-3	0.00359
PZB01642.2	-8.2425E-3	0.01469	0.00172	-3.3835E-3	0.00323
PZA00004.2	0.01582	0.04769	-1.5815E-2	-4.1133E-3	0.00943
PZA00112.3	-1.5027E-2	0.02338	0.01007	-5.536E-3	0.0088
PZA00112.4	0.01463	0.01511	-2.8661E-2	0.03128	0.00429
PZA00112.5	0.03094	0.02525	-2.5122E-2	0.00597	0.0028
PZA00985.1	0.03795	-8.9574E-3	-7.7173E-3	0.03568	-3.9557E-2
PZA01327.1	0.0042	0.0307	-3.1782E-2	-1.0773E-2	-1.0026E-2
PZA01523.1	0.01728	0.0241	-2.6871E-2	0.0159	0.00108
PZA03371.2	-1.7674E-3	-1.0152E-2	-4.8083E-3	-1.1007E-2	-2.2521E-2
PZA00247.5	0.0016	0.00944	0.02161	-1.4747E-2	0.01188
PZA00517.6	0.02253	0.01873	-1.8776E-2	0.00477	3.2462E-4
PZA00517.4	-1.1425E-2	0.01187	0.00502	-6.4997E-3	-1.107E-3
PZB00223.1	-2.3081E-2	6.26E-4	-9.8653E-3	-2.7805E-2	0.00456
PZB00223.2	-4.8196E-4	-1.1286E-3	-6.379E-3	-3.3481E-3	-8.1156E-3
PZA03226.2	0.03178	0.02825	0.0206	-5.3513E-3	0.01314
PZA03226.3	0.04496	-1.1486E-2	0.01296	-1.3601E-2	0.02106
PZA03340.1	0.0359	-1.5386E-2	0.01052	0.01642	0.03468
PZA03340.3	-2.9512E-3	-6.0603E-3	-7.2371E-3	-1.0585E-2	0.00565
PZA03340.2	0.03137	-7.3153E-3	0.01884	0.03414	0.03338
PZA02792.26	0.04118	-1.8592E-2	0.00636	0.0032	0.03206
PZA02792.25	0.03869	-2.4027E-2	0.00932	0.00461	0.03276
PZA02792.18	-1.6186E-3	-1.8363E-2	-5.644E-3	-7.8422E-4	-6.8454E-3
PZA02792.16	-3.9077E-2	0.02282	-8.9692E-3	-6.4723E-3	-3.2599E-2
PZA02792.9	-4.1431E-2	0.02341	-1.0021E-2	-7.081E-3	-3.3193E-2
PZA03298.1	-2.7083E-2	0.00394	-1.2419E-2	-1.8872E-2	-5.2222E-3
PZA03298.3	-1.0915E-3	-1.7352E-2	-9.6865E-3	-1.9921E-3	-6.1736E-3
PZB01983.1	-7.8566E-3	-2.4627E-3	-4.868E-3	-1.0928E-2	0.00647
PZA00329.3	0.03051	0.02139	0.01948	0.00633	0.00123
PZA00934.2	0.0032	0.00945	-3.9985E-2	-2.5768E-2	0.03489
PZA02113.1	0.00188	-2.739E-2	0.04707	-2.1661E-2	0.0404
PZB00869.4	0.03342	-2.5568E-4	0.02494	0.00444	0.00517
PZB00869.1	0.03339	2.1726E-4	0.0282	0.00146	0.00381
PZB00869.2	-1.5672E-2	-1.4976E-2	-1.6317E-2	-3.2865E-2	-9.5651E-3
PZA01563.1	0.04165	0.01249	0.02803	0.01206	0.00228
PZA00499.10	-2.0005E-3	-8.9119E-3	-6.4595E-3	-4.1312E-3	-2.6756E-2
PZA00499.3	-2.2169E-2	0.01802	-9.4146E-3	-3.2648E-2	-7.2515E-3
PZA00449.2	-1.5465E-2	0.01109	-6.6811E-3	6.3397E-4	0.02491
PZA03261.1	-8.7789E-3	0.00978	-3.5183E-4	-3.6499E-3	0.00219
PZA03217.1	-3.6586E-3	-9.5594E-3	0.04891	-2.7872E-2	0.00332
PZA03217.2	-3.0261E-3	-1.0808E-2	0.04869	-2.5788E-2	0.0026
PZA00629.21	-1.5282E-3	-4.5741E-3	-1.2083E-3	-1.4993E-3	0.00229
PZA02207.1	-2.7731E-2	0.0037	0.00131	-1.4264E-2	-1.721E-2
PZA00401.11	-3.7902E-3	-2.3334E-2	-4.8646E-3	0.02811	0.0112
PZA00805.1	0.02166	0.02733	-2.398E-2	0.01125	0.00118
PHM2769.43	0.00945	-8.1262E-3	0.03138	-2.2489E-2	1.0462E-4
PZA00522.2	0.03661	-2.4688E-2	0.00403	-4.1526E-2	-2.7742E-2
PZA00522.7	0.03756	-2.5515E-2	0.00804	-4.3432E-2	-5.7416E-3
PZA00522.12	0.0365	-2.5496E-2	0.00906	-4.1121E-2	-5.623E-3
PZA00222.7	0.03298	0.00264	-7.4108E-3	0.03703	0.006
PZA00222.5	-3.0686E-2	0.01853	0.01375	-1.7148E-2	-7.9512E-3
PZB01004.1	0.01027	-2.5341E-2	0.03238	0.03773	0.01612
PHM1870.20	0.01386	0.04282	0.02443	-6.1339E-3	-1.2916E-2
PZA03451.7	-1.1849E-2	-3.2702E-2	-2.4743E-2	0.00791	0.01287
PZA03451.5	0.01457	0.04177	0.02772	-7.6832E-3	-1.2912E-2
PZA03451.6	-1.172E-2	-3.1148E-2	-2.1375E-2	0.00963	0.00892
PZB01271.1	0.02228	0.01349	-1.8731E-2	0.00436	-1.69E-3
PZA03426.1	0.00784	0.00925	-1.3565E-2	-6.4332E-3	-1.7934E-3
PZB01115.4	-9.7884E-3	-3.5201E-2	-1.0675E-2	0.03134	-2.8774E-2
PZB01115.3	0.03005	0.01429	-3.649E-2	-2.1595E-2	0.007
PZA00710.11	-1.3158E-2	-1.6972E-2	-9.3249E-3	0.03577	0.01267
PZA00710.1	-1.6032E-2	-1.3634E-2	-9.9124E-3	0.03373	0.01336
PZA00472.2	-1.9339E-2	0.02393	0.00155	-7.1002E-4	-1.1126E-3
PZB01336.6	-6.6037E-3	-1.093E-2	-2.4846E-3	0.02693	0.00351
PZB01336.3	0.00767	0.04126	-3.7179E-2	-1.5146E-2	-2.771E-2
PZA01050.1	0.04214	-7.6272E-3	0.01094	-2.6933E-2	0.03273
PZB00232.1	-2.5081E-2	-7.4524E-3	-6.5135E-4	0.02375	0.00528
PZB00232.2	0.049	-1.0596E-2	0.00669	-2.0847E-2	0.03974
PZB02023.1	-2.5504E-2	-5.2079E-3	-6.3947E-4	0.02678	0.00777
PZA03042.1	-1.1811E-2	-2.349E-3	-5.9092E-3	-6.196E-3	-4.8088E-2
PZA03042.5	-8.0927E-3	0.00475	-3.9345E-3	-1.0828E-3	-2.5855E-2
PHM4165.14	0.02136	-7.6617E-3	0.02711	-2.5909E-2	0.02954
PZA00626.4	-1.786E-2	-1.1718E-2	-1.0941E-2	0.04289	-9.0196E-3
PZA00626.3	-1.8571E-2	-1.0088E-2	-1.133E-2	0.04215	-1.5731E-2
PZA03356.1	-9.4457E-3	-4.2701E-3	-7.1544E-3	-1.5161E-3	-3.626E-2
PZA03399.2	-5.2462E-3	-2.4874E-3	0.00194	-1.9537E-2	0.00875
PZA03399.1	-1.1489E-2	0.00791	0.00614	-2.1261E-2	0.01088
PZB01112.1	0.05142	0.00363	0.015	-1.5824E-2	0.03338
PZB01112.2	-1.0425E-2	0.00729	-1.4824E-3	-4.3603E-3	0.00819
PZB01112.3	-6.4122E-3	-1.7845E-3	-2.4831E-3	-2.8985E-3	0.00745
PZA03201.2	0.01684	-1.4964E-3	0.0218	0.06124	-3.2219E-2
PZA01349.2	0.02776	0.01092	0.02062	-1.3095E-3	0.00355
PZA03677.3	-1.0184E-2	0.01526	0.00105	-2.3906E-3	0.0014
PZA03677.1	0.02238	0.01558	-4.3737E-2	-1.7425E-2	-3.2755E-3
PZA03677.2	0.01531	0.01849	-4.1625E-2	-3.1008E-2	-2.6676E-2
PHM5798.39	0.01809	0.01812	-4.3433E-2	-2.8738E-2	-2.6776E-2
PZA01303.1	0.01946	-1.5337E-2	-1.9216E-2	-2.5327E-3	-3.0536E-2
PZA00261.6	-1.5463E-2	-9.2273E-3	-1.283E-2	-3.711E-3	0.03231
PZA00261.5	-1.9163E-2	-8.7778E-4	-9.293E-3	0.00879	0.02501
PZA03594.1	0.01706	-3.52E-2	0.01542	0.00349	-2.4936E-2
PZA02818.10	0.02625	0.02071	0.0111	-1.6572E-2	0.00329
PZA02818.6	0.03587	8.5397E-5	0.0105	-1.8604E-2	0.00429
PZB00147.1	0.00294	-1.3746E-2	0.01658	-1.9291E-3	0.016
PZA01779.1	0.01975	-2.8541E-2	-2.9411E-2	0.01669	-3.4921E-2
PZB02425.3	0.01969	-9.1068E-3	0.02977	0.00306	0.00312
PZB02425.2	0.0146	-7.7396E-3	-2.9225E-2	-5.8628E-3	-4.4099E-2
PZA01693.1	0.03592	0.02805	0.01069	4.7238E-4	0.00628
PZA00570.11	-1.1776E-2	-3.0144E-2	-5.8412E-3	0.00579	-3.6123E-2
PZA03049.23	0.00296	0.00584	-2.8689E-2	0.00544	0.00639
PZA03049.15	0.00448	0.00447	-3.0824E-2	0.00413	0.00982
PZA03049.14	0.0012	0.00338	-2.5343E-2	0.00418	0.01246
PZA03049.24	0.02065	0.00809	-1.9312E-2	0.00766	-5.0485E-3
PZA00643.13	-4.4235E-2	0.04226	0.00554	-3.3206E-3	0.0064
PZA03284.3	0.02449	0.01803	-3.7647E-2	5.6348E-4	0.02358
PZB02059.1	0.01026	0.01809	-4.3119E-2	0.02379	0.02155
PZB02059.3	-8.798E-3	0.00152	-3.0424E-3	-7.481E-3	4.936E-4
PZA00547.8	-1.1533E-2	-7.3707E-4	-3.0821E-3	-1.3003E-2	0.00684
PZA00547.6	-1.2397E-3	-2.4002E-2	0.03174	0.00537	-3.8297E-2
PZA00249.2	-1.5992E-2	-1.3202E-2	-4.1091E-3	-2.4715E-3	-1.179E-2
PZB01632.2	-1.8883E-3	-6.8901E-3	0.00661	-2.0236E-2	-1.0765E-2
PZA00031.5	-1.3652E-3	-1.0151E-2	0.00519	-1.3822E-2	0.00536
PZB01632.1	-5.8336E-4	-1.0108E-2	0.00611	-1.3368E-2	0.00389
PZA00524.2	-2.0698E-2	0.03563	-2.0782E-2	0.01318	0.03616
PZB00969.1	0.02926	-3.4065E-2	0.01979	-3.2286E-2	-4.0669E-2
PZB02491.1	0.02829	-3.4329E-2	0.02167	-3.047E-2	-4.2285E-2
PZA00067.8	0.02623	-1.1368E-2	0.02253	-2.3295E-2	-3.1222E-3
PZA00067.10	0.02939	0.00631	0.02989	0.00497	-1.9732E-2
PZA00067.9	-3.015E-3	-1.612E-2	-9.0889E-3	-2.1922E-2	0.01394
PZB01017.1	0.02114	0.0082	-3.0936E-2	0.01989	0.01739
PZB01017.2	-1.7403E-2	0.01174	-7.9698E-3	-3.0271E-3	-4.0905E-2
PZB01017.4	2.1651E-4	0.01452	0.02825	-6.0033E-3	-3.0725E-2
PZB01017.3	0.01182	0.04558	-2.6355E-2	-1.7446E-2	-4.44E-3
PZB01017.5	0.03049	0.02033	-3.1088E-2	-1.3687E-2	0.01288
PZA01608.1	0.02664	0.02437	-2.8046E-2	0.00386	0.00766
PZA00573.3	-8.8583E-3	0.00698	0.004	-4.0691E-3	0.00857
PZA01796.1	0.03743	0.009	0.00853	0.00543	0.03861
PZA02965.13	0.01545	0.01953	-1.7556E-2	8.2256E-5	0.00162
PZA00595.4	-2.6461E-3	0.00839	-3.8099E-3	-4.4963E-4	-2.8268E-3
PZA02981.2	0.01642	0.0147	0.03648	-1.4891E-2	0.02503
ae1.7	-9.8668E-3	0.00161	-2.2374E-2	-6.7399E-3	-9.6051E-3
PZB00619.1	-4.8043E-3	-5.9481E-3	0.00292	0.01873	0.01377
PZB01331.2	-5.0039E-3	-8.0553E-3	0.00621	0.01828	0.01932
ae1.8	0.02375	0.01112	0.01087	0.00506	-1.3706E-2
ae1.1	-1.161E-2	0.00641	0.00423	0.01927	0.0149
PZA00674.3	-1.9214E-2	0.00342	0.00132	0.05095	0.02903
PZA00674.4	0.00593	0.00142	0.02764	0.05067	0.01415
PZB02151.1	0.04064	-1.2286E-2	0.0033	-2.8172E-2	0.01347
PZB02151.2	-4.8575E-3	7.2435E-4	-1.1048E-3	-4.0086E-3	-1.0041E-2
PZA02641.2	0.0308	-9.2316E-4	-3.3665E-2	0.02064	0.02339
PZA00470.1	-2.1748E-2	0.02051	-3.562E-4	0.03419	0.02505
PZA00255.15	-3.587E-3	0.00531	-1.7211E-3	-2.4006E-3	-4.721E-3
PZA00255.14	0.02217	-2.0447E-2	-2.3797E-2	-1.9357E-2	-3.7273E-2
PZB00204.1	-7.3994E-3	-1.3628E-2	0.03718	-1.6565E-2	0.01533
PZB00204.2	-1.9606E-2	-2.1227E-2	-5.914E-3	0.02039	-4.4222E-2
PZA02040.2	0.00427	0.0262	-5.6269E-3	-9.5363E-3	-1.1536E-2
PZA00300.11	0.01275	0.04064	-2.0469E-2	-9.1284E-3	0.01718
PZA03704.1	-1.2394E-2	-9.5139E-3	-3.6131E-3	-6.9461E-3	0.02504
PZA03094.9	0.00238	0.03194	0.02528	0.03419	0.02937
PZA03094.6	0.00172	0.00365	-2.1642E-2	-3.2922E-2	-2.9621E-2
PZA03718.1	-2.0878E-2	1.8897E-4	-9.0975E-3	0.03572	0.04784
PZA03717.1	0.03958	-3.7926E-2	0.00579	-3.2164E-2	-4.7549E-2
PZA03714.3	0.03423	-2.7231E-2	0.00674	-3.6035E-2	-4.4261E-2
PZA03714.2	0.01603	-5.9647E-3	-2.5356E-2	-3.0542E-2	-2.5807E-2
PZA03714.1	0.02269	-1.96E-2	-2.5917E-2	-3.068E-2	-2.3468E-2
PZD00056.3	-7.8217E-3	-2.0516E-2	-1.5661E-2	-4.9345E-3	0.01288
PZD00056.4	0.00957	0.00321	0.01486	-2.7322E-2	0.0129
PZD00056.1	0.01093	0.03098	-1.8559E-2	0.0016	-1.6596E-2
PZD00056.2	-1.0145E-2	-3.4088E-3	0.01037	0.03503	-5.6496E-3
PZB00213.4	-7.6554E-3	0.00605	0.0025	-4.7766E-3	0.00397
PZA02633.4	0.01423	0.00502	0.01424	-1.9828E-3	-1.0868E-2
PZA02408.2	0.02959	-9.8478E-3	0.02026	0.00931	0.0125
PZA02209.2	-1.1982E-2	-1.0215E-2	-2.4113E-2	-1.0674E-2	-7.6738E-3
PZA03324.1	0.03256	-1.6524E-2	0.0025	0.04129	-1.7708E-2
PZA02834.38	0.01062	0.01624	0.02079	0.01806	0.04419
PZA01575.1	0.02867	0.00747	0.01265	0.00687	0.00599
PZA00603.1	0.0228	-2.4199E-2	-2.0396E-2	-1.105E-2	-7.5817E-3
PZB00136.2	-7.3807E-3	0.01088	-4.8288E-5	0.00544	0.01109
PZB02033.2	9.6879E-4	-4.1843E-2	-1.9233E-2	-3.121E-2	0.00312
PZB02033.1	-7.773E-3	-1.2856E-2	-2.7108E-2	-3.9415E-2	-7.5299E-3
PZA03161.1	0.00606	-4.3329E-3	0.02398	-5.4079E-3	-1.9491E-2
PZA02788.12	0.0055	-1.9164E-4	0.00259	-6.8105E-3	-8.0202E-3
PZA03172.2	0.02201	0.00978	-5.6189E-3	0.00119	-6.9548E-4
PZB02005.1	0.00406	-1.5672E-2	0.01211	-2.8871E-2	-5.308E-3
PZA02383.1	0.00554	0.02268	5.2888E-4	0.0146	-1.132E-3
PZA03320.1	0.01914	-4.6402E-3	-3.4452E-2	-1.5555E-3	0.02654
PZA03320.6	0.0135	0.0034	-1.6923E-2	-2.3748E-2	0.03081
PZA03320.4	0.00464	-1.0618E-2	-1.7107E-2	0.02406	-6.3229E-3
PZA03320.3	0.01046	6.1212E-4	-1.9004E-2	-2.831E-2	0.03027
PZA03320.2	0.0096	0.00163	-1.9051E-2	-2.8274E-2	0.02891
PZA02411.3	0.0113	0.02366	-7.4597E-3	0.00396	-5.3952E-3
PZA00715.3	-7.3709E-3	-3.7205E-3	-3.985E-3	-5.915E-3	-8.7075E-3
PZA00715.1	-8.3273E-3	0.01299	-1.3222E-2	-1.4366E-2	-2.7731E-3
PZA03050.11	-1.5906E-2	-1.5975E-2	-1.6018E-2	-2.8509E-3	0.0237
PHM532.23	0.01883	-7.4077E-3	-8.2889E-3	1.0428E-4	0.02221
PZA03312.2	0.01876	-1.0117E-2	-2.3547E-2	-2.1133E-3	-1.1046E-2
PZA03312.3	-3.1392E-2	0.01649	0.01711	0.03778	0.00421
PZA03312.1	0.03036	0.00308	-3.6304E-3	-2.0472E-2	-1.4861E-2
PZA03618.3	0.01087	0.0027	0.00511	-1.1705E-2	-1.1696E-2
PZA03618.4	-3.5514E-3	0.01629	0.03413	-3.061E-2	0.02366
PZA03618.2	-2.6484E-3	-2.9939E-3	0.00792	-1.405E-2	-5.4914E-3
PZA03618.1	0.00532	-1.2642E-2	-4.1564E-2	0.04436	-1.8226E-2
PZD00017.2	-7.1759E-5	0.01698	-1.548E-2	-2.6277E-3	-4.5276E-3
PZA00652.14	-1.4282E-3	-8.9131E-3	-4.588E-3	-1.8591E-2	0.01846
PZA00652.17	0.02312	0.00395	-4.3578E-2	-1.5427E-2	-3.3647E-3
PZA03024.16	0.01019	0.02339	-2.6473E-2	0.00902	0.03578
PZB02283.1	-1.2504E-2	-1.4386E-2	-1.1642E-2	0.02853	-1.6713E-2
PZB02424.2	-5.3905E-3	-1.9807E-2	-1.4285E-2	0.02162	-3.7027E-2
PZB02424.1	0.01611	-9.3524E-3	9.2043E-4	0.02506	0.02069
PZA01142.4	0.02955	0.01306	0.01894	0.00579	-7.0866E-3
PZB01376.1	0.03444	0.00726	0.01266	0.05084	0.01258
PZA03680.1	-1.7261E-2	0.00617	0.01441	-1.3134E-2	0.02483
PZA03683.1	0.00601	-2.4504E-2	0.00727	0.01849	0.03113
PZA02820.17	0.02207	0.03041	-3.2728E-2	0.02506	-2.6661E-2
PZA02820.16	0.02114	0.02877	-3.5228E-2	0.02421	-2.8844E-2
PZA02820.7	-3.3775E-4	-2.449E-2	-5.9336E-3	5.9753E-4	0.00876
PZA02820.6	0.00396	-1.7326E-2	-2.4883E-3	0.00536	0.00843
PZA01265.1	0.02582	-8.6624E-3	-2.675E-2	-2.8753E-3	0.01088
PZB00765.1	2.0143E-4	0.05037	-3.2237E-2	0.01339	-6.9106E-3
PZA02060.1	0.04423	-1.644E-2	-2.1252E-3	-1.1215E-2	0.00833
PZA00395.2	0.01394	-5.5152E-3	-2.3675E-2	-1.1872E-2	-3.959E-2
PZA00395.1	0.00981	-3.7446E-3	-2.0356E-2	-1.5308E-2	-3.704E-2
PZA00980.1	0.01264	0.02166	3.4557E-4	-1.8424E-3	0.01921
PZB00023.1	0.01926	0.00993	-1.267E-2	-2.8209E-3	-1.1634E-2
PZA02068.1	0.00902	0.01316	-2.5148E-2	-3.0131E-2	-4.9402E-3
PZB02189.5	0.00153	0.03056	-5.3082E-3	-5.87E-3	-1.6461E-2
PZB02189.1	0.00149	0.03046	-5.0266E-3	-5.7653E-3	-1.6564E-2
PZB02189.6	0.00255	0.02621	-6.7589E-3	-7.3917E-3	-1.5614E-2
PZB01987.1	0.01443	0.02399	-1.6981E-2	0.00871	0.00274
PZB00686.1	0.02167	0.02723	0.01644	0.02146	-2.9287E-3
PZB00686.2	-1.4633E-2	0.02149	0.01337	0.00702	-2.2759E-4
PZA00545.4	-2.1462E-3	-9.8851E-3	0.03784	0.03691	0.00747
PZA03167.2	0.00862	-4.4371E-2	-3.268E-2	-1.6851E-2	-2.3591E-2
PZA03167.3	-1.4811E-2	0.02789	0.04072	-1.9619E-2	0.02279
PZA03167.5	0.00892	-2.6778E-2	-2.9684E-2	-6.7344E-3	-4.6312E-2
PZA00167.7	0.00736	-1.759E-2	-9.5519E-3	0.01738	-4.7036E-2
PZA01259.1	0.02449	-1.4622E-2	0.0135	0.02233	0.00295
PZA01680.3	0.01464	0.01305	-1.3785E-2	0.00864	9.1865E-6
PZA00448.5	-1.9731E-3	-3.6581E-2	-1.31E-2	-1.796E-2	0.00207
